nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Le Pallet,Muscadet Sèvre et Maine,EARL BEDOUET VIGNERON,2017,12.0,750.0,169.0,Frankrike,Loiredalen,Muscadet,Vitt vin,Friskt & Fruktigt,"Serveras vid 10-12°C till rätter av fisk eller fågel, eller till vegetariska rätter.","Nyanserad, fruktig smak med inslag av gula äpplen, kryddor, aprikos, marsipan, ananas och citrus.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-pallet-9120901,https://sb-product-media-prod.azureedge.net/productimages/24496474/24496474,Melon de bourgogne
Rudu Vitt,Solaris,Två Liljor,2019,11.6,375.0,125.0,Sverige,Jönköpings län,Jönköpings kommun,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur eller till sallader.,"Fruktig, aromatisk, mycket frisk smak med inslag av krusbär, gula päron, galiamelon. persika och grapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/rudu-vitt-3501902,https://sb-product-media-prod.azureedge.net/productimages/24498903/24498903,Solaris
Barolo,Giacomo Fenocchio,Giacomo Fenocchio,2016,14.5,750.0,319.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig, något utvecklad smak med fatkaraktär, inslag av körsbär, torkade aprikoser, nougat, rosor, rökig mineral, ceder, kanel och nypon.",0.0%,0.0%,83.33333333333334%,75.0%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/barolo-9506301,https://product-cdn.systembolaget.se/productimages/24499836/24499836,Nebbiolo
Logan Clementine,De la Mer,Logan Wines,2019,12.0,750.0,159.0,Australien,New South Wales,Central Ranges,Vitt vin,Druvigt & Blommigt,"Serveras vid 8-10°C till vegetariska rätter, eller till rätter av ljust kött.","Något blommig, fruktig smak med liten strävhet, inslag av aprikos, mimosablommor, gula päron, vitpeppar och apelsinskal.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/logan-clementine-9220901,https://product-cdn.systembolaget.se/productimages/24500307/24500307,Riesling---Gewürztraminer---Viognier---Sauvignon blanc---Chardonnay
Train Station Brewery & Tant Hilda,Rödvinsglögg,Train Station Brewery,,13.0,500.0,109.0,Sverige,Uppsala län,Uppsala kommun,Aperitif & Dessert,Glögg och Glühwein,Serveras värmd eller kyld som sällskapsdryck.,"Kryddig, söt smak med inslag av kanel, körsbär, kardemumma, hallon, lingon och kryddnejlika.",0.0%,66.66666666666666%,0.0%,66.66666666666666%,0.0%,https://www.systembolaget.se/produkt/vin/train-station-brewery-&-tant-hilda-3523002,https://sb-product-media-prod.azureedge.net/productimages/24517349/24517349,
Barolo Biologico,San Silvestro,San Silvestro,2014,14.5,750.0,299.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig doft med fatkaraktär, inslag av torkade körsbär, jordgubbar, choklad, sandelträ, kaffe, nötter och vanilj.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/barolo-biologico-7212401,https://product-cdn.systembolaget.se/productimages/24423480/24423480,Nebbiolo
Arbois Blanc Traminer,Domaine Andre et Mireille Tissot,Domaine Andre et Mireille Tissot,2016,13.0,750.0,429.0,Frankrike,Jura,Arbois,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/arbois-blanc-traminer-9304301,,Savagnin
Domaine André Brunel,Châteauneuf du Pape,André Brunel,2019,14.5,750.0,289.0,Frankrike,Rhonedalen,Châteauneuf-du-Pape,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddig, nyanserad smak med inslag av björnbär, vitpeppar, hallon, lagerblad, viol, plommon och färska örter.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/domaine-andré-brunel-9319401,https://product-cdn.systembolaget.se/productimages/24531434/24531434,Grenache---Syrah---Mourvèdre
St-Nicolas-de-Bourgueil Les Malgagnes,Yannick Amirault,Yannick Amirault,2018,13.5,750.0,279.0,Frankrike,Loiredalen,Touraine,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/st-nicolas-de-bourgueil-les-malgagnes-9543601,https://sb-product-media-prod.azureedge.net/productimages/24444428/24444428,Cabernet franc
Chinon,Clos du Noyer,Domaine Grosbois,2018,14.5,750.0,349.0,Frankrike,Loiredalen,Touraine,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chinon-9054601,https://sb-product-media-prod.azureedge.net/productimages/24447470/24447470,Cabernet franc
Elephant Hill Reserve,Chardonnay,Elephant Hill Estate & Winery Ltd.,2017,13.0,750.0,299.0,Nya Zeeland,Hawke's Bay,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/elephant-hill-reserve-9004101,https://sb-product-media-prod.azureedge.net/productimages/24452768/24452768,Chardonnay
Niuru Maru,Negroamaro,L’Archetipo,2017,13.5,750.0,169.0,Italien,Apulien,Salento,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Nyanserad, något utvecklad smak med inslag av fat, mörka körsbär, salvia, fikon, kanel, kryddnejlika, pomerans och nougat.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/niuru-maru-9010001,https://sb-product-media-prod.azureedge.net/productimages/24453228/24453228,Negroamaro
Ambra Rosa,La Guardiense,La Guardiense,2019,13.0,750.0,129.0,Italien,Kampanien,Sannio,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C som sällskapsdryck, till fisk- och kycklingrätter eller sallader.","Bärig, ungdomlig, mycket frisk smak med inslag av smultron, örter, persika, rabarber och citrus.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/ambra-rosa-9510801,https://sb-product-media-prod.azureedge.net/productimages/24455359/24455359,Aglianico
Finca Valdelroble,Bodegas Felix Callejo,Bodegas Felix Callejo,2016,14.5,750.0,249.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/finca-valdelroble-9519101,https://sb-product-media-prod.azureedge.net/productimages/24455740/24455740,Tempranillo
Domaine du Vieux Télégraphe,La Crau,Brunier,2017,15.5,750.0,899.0,Frankrike,Rhonedalen,Châteauneuf-du-Pape,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-du-vieux-télégraphe-9039001,https://sb-product-media-prod.azureedge.net/productimages/24457363/24457363,Grenache---Syrah---Mourvèdre---Clairette---Cinsault
Côte-Rôtie La Turque,E. Guigal,E Guigal,2014,13.0,750.0,2895.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rôtie-la-turque-9017401,https://product-cdn.systembolaget.se/productimages/13681279/13681279,
Prophet's Rock Riesling,,Prophet's Rock Wines LTD,2019,12.0,750.0,299.0,Nya Zeeland,Central Otago,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/prophet's-rock-riesling-9209201,,Riesling
Zarate,Albariño,Bodegas Zarate,2019,13.0,750.0,179.0,Spanien,Galicien,Rías Baixas,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till vegetariska rätter, eller till rätter av fisk och skaldjur.","Fruktig, mycket frisk smak med inslag av gula päron, mineral, bivax, galiamelon, örter, nektarin och grapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/zarate-9229601,https://sb-product-media-prod.azureedge.net/productimages/24478008/24478008,Albariño
Vérité,Le Desir,Vérité Wines,2014,14.5,750.0,3999.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vérité-9902001,,
Skinny Love,,Wine Mechanics,2018,11.5,750.0,259.0,EU,,,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Nyanserad, något utvecklad, mycket frisk smak med liten strävhet, inslag av honung, gula äpplen, mandelmassa, apelsinskal och mineral.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/skinny-love-3396301,https://product-cdn.systembolaget.se/productimages/24397696/24397696,Riesling
Viña Tondonia,Reserva,R López de Heredia Viña Tondonia,2008,13.0,750.0,319.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Mogen, nyanserad smak med fatkaraktär, inslag av torkade körsbär, dill, russin, choklad, kanel, hasselnötter, vanilj och pomerans.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/viña-tondonia-9268801,https://product-cdn.systembolaget.se/productimages/24399430/24399430,Tempranillo---Grenache---Graciano---Mazuelo
Montesco Verdes Cobardes,,Passionate Wine S.A.,2017,14.0,750.0,179.0,Argentina,Cuyo,Mendoza,Vitt vin,Druvigt & Blommigt,Serveras vid 8-10°C till rätter av ljust kött.,"Nyanserad, druvig, kryddig smak med inslag av gula äpplen, honung, galiamelon, vitpeppar, apelsinblommor och aprikos.",0.0%,16.666666666666664%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/montesco-verdes-cobardes-9217901,https://product-cdn.systembolaget.se/productimages/18651791/18651791,Sauvignon blanc---Sémillon---Viognier---Chardonnay
Château Margaux,,Bordeauxslott,2006,12.0,750.0,7690.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-margaux-9836501,,
AVNI,Chardonnay,Lingua Franca,2017,13.0,750.0,378.0,USA,Oregon,Willamette Valley,Vitt vin,Fylligt & Smakrikt,"Serveras vid 8-10°C till smakrika rätter av fisk, till ljust kött, eller till lättare rätter av lammkött.","Komplex, fruktig, mycket frisk smak med tydlig fatkaraktär, inslag av gula äpplen, brynt smör, mineral, kardemumma, nektarin och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/avni-9600401,https://product-cdn.systembolaget.se/productimages/21100160/21100160,Chardonnay
Marqués de Murrieta,Gran Reserva,Marques de Murrieta,2012,14.0,750.0,398.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig, mogen smak med tydlig fatkaraktär, inslag av katrinplommon, mörk choklad, korinter, kaffe, ceder, tobak, lagerblad och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/marqués-de-murrieta-9258101,https://product-cdn.systembolaget.se/productimages/23105625/23105625,Tempranillo---Graciano---Mazuelo---Garnacha
Les Granits,Blanc,M.Chapoutier,2017,13.5,750.0,649.0,Frankrike,Rhonedalen,Saint-Joseph,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-granits-9260301,https://product-cdn.systembolaget.se/productimages/24526835/24526835,
Cavallotto,Langhe Nebbiolo,Cavallotto,2018,14.5,750.0,319.0,Italien,Piemonte,Langhe,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, rosor, oregano, skogshallon, kanel, pomerans och nougat.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,91.66666666666666%,https://www.systembolaget.se/produkt/vin/cavallotto-9300701,https://product-cdn.systembolaget.se/productimages/24503091/24503091,Nebbiolo
Château Batailley,,Borie-Manoux,2017,13.5,750.0,675.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-batailley-9229401,,
Reina De Los Deseos,,Uvas Felices,2017,14.5,750.0,929.0,Spanien,Madrid,Vinos de Madrid,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/reina-de-los-deseos-9015801,https://sb-product-media-prod.azureedge.net/productimages/24452400/24452400,
La Source,Chardonnay,Evening Land Vineyards,2017,13.0,750.0,699.0,USA,Oregon,Willamette Valley,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-source-9600601,https://product-cdn.systembolaget.se/productimages/24454400/24454400,
Remelluri Reserva,,Remelluri,2013,14.0,750.0,259.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddig, nyanserad, utvecklad smak med fatkaraktär, inslag av torkade körsbär, ceder, russin, kanel, kakao, dill och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/remelluri-reserva-9130301,https://sb-product-media-prod.azureedge.net/productimages/24465186/24465186,Tempranillo---Graciano---Garnacha
Crozes-Hermitage,Yann Chave,Yann Chave,2018,14.5,750.0,219.0,Frankrike,Rhonedalen,Crozes-Hermitage,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Smakrikt, kryddigt vin med inslag av björnbär, lagerblad, plommon, svartpeppar, rökta charkuterier, muskot, blåbär och lakrits.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/crozes-hermitage-9501701,https://sb-product-media-prod.azureedge.net/productimages/24471824/24471824,Syrah
Loimer,Gumpoldskirchner,Weingut Loimer,2017,12.5,750.0,179.0,Österrike,Niederösterreich,,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till smakrika vegetariska rätter, eller till fisk och ljust kött.","Mycket fruktig, nyanserad smak med inslag av gula päron, mineral, galiamelon, mimosablommor och pomerans.",0.0%,8.333333333333332%,66.66666666666666%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/loimer-9062301,https://sb-product-media-prod.azureedge.net/productimages/24477251/24477251,Zierfandler---Rotgipfler
Le Cairn,,Domaine Cottebrune,2018,14.5,750.0,159.0,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-cairn-9232301,,Grenache blanc---Roussanne---Vermentino
Giaconda Estate Vineyard Chardonnay,Giaconda,Giaconda Vineyard,2018,13.5,750.0,999.0,Australien,Victoria,North East Victoria,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/giaconda-estate-vineyard-chardonnay-9534101,https://product-cdn.systembolaget.se/productimages/24483290/24483290,Chardonnay
Henschke Hill of Grace,,Henschke,2014,14.5,750.0,5999.0,Australien,South Australia,Adelaide,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/henschke-hill-of-grace-9266401,https://product-cdn.systembolaget.se/productimages/24395163/24395163,
Penfolds,Reserve Bin 18 A,Penfolds,2018,13.0,750.0,699.0,Australien,South Australia,Adelaide,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/penfolds-9055701,https://product-cdn.systembolaget.se/productimages/24403643/24403643,Chardonnay
Penfolds Bin 707,Penfolds,Penfolds,2016,14.5,750.0,3199.0,Australien,South Australia,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/penfolds-bin-707-9502601,https://product-cdn.systembolaget.se/productimages/24403644/24403644,Cabernet sauvignon
Le Pavillon Rouge,M. Chapoutier,Chapoutier,2016,14.0,750.0,2599.0,Frankrike,Rhonedalen,Hermitage,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-pavillon-rouge-9051401,https://product-cdn.systembolaget.se/productimages/24410721/24410721,
Chardonnay Original Vines,Eyrie Vineyards,Eyrie Vineyards,2016,13.0,750.0,597.0,USA,Oregon,Willamette Valley,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chardonnay-original-vines-9580701,https://sb-product-media-prod.azureedge.net/productimages/24412831/24412831,
L'Ermite Rouge,M.Chapoutier,Chapoutier,2016,14.0,750.0,2999.0,Frankrike,Rhonedalen,Hermitage,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/l'ermite-rouge-9593301,https://product-cdn.systembolaget.se/productimages/24414247/24414247,
Penfolds,Reserve Bin 18 A,Penfolds,2018,13.0,750.0,699.0,Australien,South Australia,Adelaide,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/penfolds-9055701,https://product-cdn.systembolaget.se/productimages/24403643/24403643,Chardonnay
Penfolds Bin 707,Penfolds,Penfolds,2016,14.5,750.0,3199.0,Australien,South Australia,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/penfolds-bin-707-9502601,https://product-cdn.systembolaget.se/productimages/24403644/24403644,Cabernet sauvignon
Georg Breuer,Nonnenberg Riesling,Georg Breuer,2018,12.0,750.0,549.0,Tyskland,Rheingau,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/georg-breuer-9209801,https://sb-product-media-prod.azureedge.net/productimages/24451953/24451953,Riesling
Reina De Los Deseos,,Uvas Felices,2017,14.5,750.0,929.0,Spanien,Madrid,Vinos de Madrid,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/reina-de-los-deseos-9015801,https://sb-product-media-prod.azureedge.net/productimages/24452400/24452400,
La Source,Chardonnay,Evening Land Vineyards,2017,13.0,750.0,699.0,USA,Oregon,Willamette Valley,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-source-9600601,https://product-cdn.systembolaget.se/productimages/24454400/24454400,
Remelluri Reserva,,Remelluri,2013,14.0,750.0,259.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddig, nyanserad, utvecklad smak med fatkaraktär, inslag av torkade körsbär, ceder, russin, kanel, kakao, dill och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/remelluri-reserva-9130301,https://sb-product-media-prod.azureedge.net/productimages/24465186/24465186,Tempranillo---Graciano---Garnacha
Crozes-Hermitage,Yann Chave,Yann Chave,2018,14.5,750.0,219.0,Frankrike,Rhonedalen,Crozes-Hermitage,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Smakrikt, kryddigt vin med inslag av björnbär, lagerblad, plommon, svartpeppar, rökta charkuterier, muskot, blåbär och lakrits.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/crozes-hermitage-9501701,https://sb-product-media-prod.azureedge.net/productimages/24471824/24471824,Syrah
Loimer,Gumpoldskirchner,Weingut Loimer,2017,12.5,750.0,179.0,Österrike,Niederösterreich,,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till smakrika vegetariska rätter, eller till fisk och ljust kött.","Mycket fruktig, nyanserad smak med inslag av gula päron, mineral, galiamelon, mimosablommor och pomerans.",0.0%,8.333333333333332%,66.66666666666666%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/loimer-9062301,https://sb-product-media-prod.azureedge.net/productimages/24477251/24477251,Zierfandler---Rotgipfler
Le Cairn,,Domaine Cottebrune,2018,14.5,750.0,159.0,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-cairn-9232301,,Grenache blanc---Roussanne---Vermentino
Giaconda Estate Vineyard Chardonnay,Giaconda,Giaconda Vineyard,2018,13.5,750.0,999.0,Australien,Victoria,North East Victoria,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/giaconda-estate-vineyard-chardonnay-9534101,https://product-cdn.systembolaget.se/productimages/24483290/24483290,Chardonnay
AVNI,Chardonnay,Lingua Franca,2017,13.0,750.0,378.0,USA,Oregon,Willamette Valley,Vitt vin,Fylligt & Smakrikt,"Serveras vid 8-10°C till smakrika rätter av fisk, till ljust kött, eller till lättare rätter av lammkött.","Komplex, fruktig, mycket frisk smak med tydlig fatkaraktär, inslag av gula äpplen, brynt smör, mineral, kardemumma, nektarin och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/avni-9600401,https://product-cdn.systembolaget.se/productimages/21100160/21100160,Chardonnay
