name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"GDG, GDG",Stolpman Vineyards,2019,12.5,750.0,299.0,USA,Kalifornien,Central Coast,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till vegetariska rätter, eller till ljust kött, gärna kallskuret. ","Bärig, nyanserad smak med inslag av blåbär, mynta, svarta vinbär, skogshallon, viol och lakrits.",0.0%,0.0%,75.0%,33.33333333333333%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/gdg-9304101,https://sb-product-media-prod.azureedge.net/productimages/24427642/24427642,Gamay
"Il Frappato, Il Frappato",Arianna Occhipinti,2017,12.5,750.0,308.0,Italien,Sicilien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/il-frappato-9565501,,
"Bourgogne Aligoté, Bourgogne Aligoté",Arnaud Ente,2017,12.5,750.0,745.0,Frankrike,Bourgogne,Bourgogne Aligoté,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bourgogne-aligoté-9541601,https://sb-product-media-prod.azureedge.net/productimages/24436057/24436057,
"Crozes Hermitage, Crozes Hermitage",Alain Graillot,2017,13.5,750.0,258.0,Frankrike,Rhonedalen,Crozes-Hermitage,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddig, nyanserad smak med fatkaraktär, inslag av björnbär, vitpeppar, jordgubbar, viol, svarta oliver, mynta, kaffe och mörk choklad.",0.0%,0.0%,83.33333333333334%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/crozes-hermitage-9518301,https://product-cdn.systembolaget.se/productimages/24387801/24387801,Syrah
"Newton Johnson, Newton Johnson",Newton Johnson Vineyards,2017,13.5,750.0,199.0,Sydafrika,Western Cape,Cape South Coast,Rött vin,Mjukt & Bärigt,Serveras vid cirka 16°C till rätter av stekt fisk eller ljust kött.,"Bärig, något kryddig smak med inslag av jordgubbar, aprikos, röda vinbär, salvia, lingon och kanel.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/newton-johnson-9510901,https://product-cdn.systembolaget.se/productimages/24389651/24389651,Pinot noir
"Boschendal 1685, Boschendal 1685",Boschendal Estate,2017,14.0,750.0,189.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.,"Fruktigt, smakrikt vin med fatkaraktär, inslag av plommon, mintchoklad, svarta vinbär, kakao, rosmarin och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/boschendal-1685-9525901,https://sb-product-media-prod.azureedge.net/productimages/24389680/24389680,Cabernet sauvignon
"Carusu, Carusu",Terrazze dell'Etna,2016,14.5,750.0,159.0,Italien,Sicilien,Etna,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Kryddig, nyanserad smak med inslag av fat, torkade jordgubbar, rökig mineral, körsbär, tobak, hallon, kanel och pomerans.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/carusu-9262301,https://product-cdn.systembolaget.se/productimages/24389919/24389919,
"Waterford Estate, Waterford Estate",Waterford Wine Estate,2016,13.5,750.0,299.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, något utvecklad smak med rostad fatkaraktär, inslag av plommon, kakao, svarta vinbär, kaffe, körsbär och tobak.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/waterford-estate-9264901,https://product-cdn.systembolaget.se/productimages/24394018/24394018,Cabernet sauvignon
"Anthill Farms, Anthill Farms",Anthill Farms Winery,2016,13.0,750.0,427.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/anthill-farms-9241801,https://product-cdn.systembolaget.se/productimages/20773042/20773042,Pinot noir
"Newton Johnson, Newton Johnson",Newton Johnson Vineyards,2017,13.5,750.0,199.0,Sydafrika,Western Cape,Cape South Coast,Rött vin,Mjukt & Bärigt,Serveras vid cirka 16°C till rätter av stekt fisk eller ljust kött.,"Bärig, något kryddig smak med inslag av jordgubbar, aprikos, röda vinbär, salvia, lingon och kanel.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/newton-johnson-9510901,https://product-cdn.systembolaget.se/productimages/24389651/24389651,Pinot noir
"Boschendal 1685, Boschendal 1685",Boschendal Estate,2017,14.0,750.0,189.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.,"Fruktigt, smakrikt vin med fatkaraktär, inslag av plommon, mintchoklad, svarta vinbär, kakao, rosmarin och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/boschendal-1685-9525901,https://sb-product-media-prod.azureedge.net/productimages/24389680/24389680,Cabernet sauvignon
"Carusu, Carusu",Terrazze dell'Etna,2016,14.5,750.0,159.0,Italien,Sicilien,Etna,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Kryddig, nyanserad smak med inslag av fat, torkade jordgubbar, rökig mineral, körsbär, tobak, hallon, kanel och pomerans.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/carusu-9262301,https://product-cdn.systembolaget.se/productimages/24389919/24389919,
"Waterford Estate, Waterford Estate",Waterford Wine Estate,2016,13.5,750.0,299.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, något utvecklad smak med rostad fatkaraktär, inslag av plommon, kakao, svarta vinbär, kaffe, körsbär och tobak.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/waterford-estate-9264901,https://product-cdn.systembolaget.se/productimages/24394018/24394018,Cabernet sauvignon
"Mimi, Mimi",Chateau Ste Michelle,2017,14.5,750.0,179.0,USA,Washington State,Columbia Valley,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Fruktig, nyanserad smak med rostad fatkaraktär, inslag av svarta vinbär, ceder, plommon, mörk choklad, kaffe, kryddor och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/mimi-9507601,https://product-cdn.systembolaget.se/productimages/24398493/24398493,
"Far Niente, Far Niente",Far Niente Winery,2018,14.5,750.0,619.0,USA,Kalifornien,North Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/far-niente-9277401,https://sb-product-media-prod.azureedge.net/productimages/24400094/24400094,
"Occidental, Occidental",Occidental Wines,2017,14.0,750.0,699.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/occidental-9279701,https://sb-product-media-prod.azureedge.net/productimages/24400208/24400208,
"Fudoh Purple Label Omachi, Fudoh Purple Label Omachi",Nabedana Inc,,17.0,720.0,314.0,Japan,,,Aperitif & Dessert,Sake,"Serveras antingen vid 10-14°C eller vid 35-45°C, gärna till sushi eller andra japanska rätter, eller serveras med is som aperitif.","Fruktig smak med liten sötma, inslag av päron, ananas, honungsmelon, nötter, vitpeppar, mandelblommor och mineral.",0.0%,33.33333333333333%,0.0%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/fudoh-purple-label-omachi-9007901,https://product-cdn.systembolaget.se/productimages/24405937/24405937,
"Pouilly-Vinzelles, Pouilly-Vinzelles",Joseph Drouhin,2017,13.0,750.0,229.0,Frankrike,Bourgogne,Mâconnais,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Nyanserad smak med rostad fatkaraktär, inslag av gula äpplen, valnötter, pomerans, kardemumma, brynt smör, rökig mineral och vanilj.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/pouilly-vinzelles-9534701,https://product-cdn.systembolaget.se/productimages/24405940/24405940,
"Château de Tracy, Château de Tracy",Château de Tracy,2018,13.5,750.0,248.0,Frankrike,Loiredalen,Pouilly Fumé,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till sallader, till rätter av fisk eller skaldjur eller till syrliga getostar,","Nyanserad, aromatisk, mycket frisk smak med inslag av gula päron, rökig mineral, svartvinbärsblad, krusbär, nektarin och citrus.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/château-de-tracy-9535701,https://product-cdn.systembolaget.se/productimages/24405970/24405970,
"Kaseler Nies'chen, Kaseler Nies'chen",Bischöfliche Weingüter Trier,2008,11.0,750.0,169.0,Tyskland,Mosel,,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller skaldjur.,"Utvecklad, nyanserad smak med inslag av gula äpplen, mineral, citronskal och persika.",0.0%,16.666666666666664%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/kaseler-nies'chen-9546601,https://product-cdn.systembolaget.se/productimages/24407044/24407044,
"Território Vivo Baga, Território Vivo Baga",Filipa Pato,2017,12.5,750.0,248.0,Portugal,Bairrada,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/território-vivo-baga-9287601,,
"Montesecondo, Montesecondo",Montesecondo SSA,2017,12.5,750.0,213.0,Italien,Toscana,Chianti,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Kryddig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, salvia, plommon, kanel, hallon, kaffe och nougat.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/montesecondo-9290901,https://product-cdn.systembolaget.se/productimages/24416046/24416046,
"Felton Road, Felton Road",Felton Road Wines,2018,13.5,750.0,699.0,Nya Zeeland,Central Otago,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-9291501,https://sb-product-media-prod.azureedge.net/productimages/24417668/24417668,Pinot noir
"Felton Road, Felton Road",Felton Road Wines,2018,13.5,750.0,419.0,Nya Zeeland,Central Otago,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-9291801,https://sb-product-media-prod.azureedge.net/productimages/24417703/24417703,
"Felton Road, Felton Road",Felton Road Wines,2018,13.5,750.0,339.0,Nya Zeeland,Central Otago,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-9291901,https://sb-product-media-prod.azureedge.net/productimages/24417705/24417705,Chardonnay
"Felton Road, Felton Road",Felton Road Wines,2018,13.5,750.0,429.0,Nya Zeeland,Central Otago,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-9292101,https://sb-product-media-prod.azureedge.net/productimages/24417709/24417709,Pinot noir
"Mâcon Cruzilles, Mâcon Cruzilles",DOMAINE JEAN TOUZOT,2018,12.5,750.0,139.0,Frankrike,Bourgogne,Mâconnais,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till sallader eller till rätter av fisk och skaldjur. ,"Nyanserad, fruktig smak med inslag av, gröna äpplen, citrus, honungs melon, apelsinskal, smör och örter. ",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/mâcon-cruzilles-9292401,https://sb-product-media-prod.azureedge.net/productimages/24417712/24417712,Chardonnay
"Zisola, Zisola",Marchesi Mazzei,2017,13.5,750.0,149.0,Italien,Sicilien,Noto,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Fruktig, nyanserad, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, kakao, plommon, salvia, svarta vinbär och kanel.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/zisola-9213101,https://sb-product-media-prod.azureedge.net/productimages/24424864/24424864,Nero d'avola
"Châteauneuf-du-Pape, Châteauneuf-du-Pape",Domaine Santa Duc,2017,14.0,750.0,395.0,Frankrike,Rhonedalen,Châteauneuf-du-Pape,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad. kryddig smak med inslag av björnbär, skogshallon, viol, lagerblad, svartpeppar, timjan och plommon.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/châteauneuf-du-pape-9057401,https://product-cdn.systembolaget.se/productimages/24425040/24425040,
"Logan, Logan",Logan Wines,2018,12.5,750.0,169.0,Australien,New South Wales,Central Ranges,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till vegetariska rätter eller smakrika rätter av ljust kött.,"Nyanserad, något kryddig smak med liten strävhet, inslag av röda äpplen, hallon, blodapelsin, torkade nypon, kryddor och örter.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/logan-9300201,https://sb-product-media-prod.azureedge.net/productimages/24425103/24425103,Pinot gris
"Radice, Radice",Paltrinieri,2018,11.5,750.0,159.0,Italien,Emilia-Romagna,Lambrusco di Sorbara,Rosévin,,"Serveras vid 10-12°C som aperitif, till kallskuret och småplock eller som sällskapsdryck.","Bärig, pärlande, ungdomlig smak med inslag av smultron, persika, körsbär och blodgrapefrukt.",0.0%,0.0%,83.33333333333334%,33.33333333333333%,16.666666666666664%,https://www.systembolaget.se/produkt/vin/radice-9301001,https://sb-product-media-prod.azureedge.net/productimages/24425123/24425123,Lambrusco di sorbara
"Old Vine Zinfandel, Old Vine Zinfandel",Bogle Vineyards,2017,14.5,750.0,175.0,USA,Kalifornien,,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.,"Fruktigt smakrikt vin med tydlig fatkaraktär, inslag av plommon, mörk choklad, blåbär, svartpeppar, kokos, vanilj och kryddnejlika.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/old-vine-zinfandel-9501101,https://sb-product-media-prod.azureedge.net/productimages/24425345/24425345,Zinfandel
"Louis M Martini, Louis M Martini",Louis M Martini Winery,2016,15.0,750.0,349.0,USA,Kalifornien,North Coast,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Mycket fruktig, nyanserad smak med tydlig fatkaraktär, inslag av svarta vinbär, mynta, plommon, vanilj, mörka körsbär, peppar, ceder och choklad.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/louis-m-martini-9587401,https://product-cdn.systembolaget.se/productimages/24427244/24427244,
"Substance Vineyard, Substance Vineyard",K Vintners,2017,13.0,750.0,219.0,USA,Washington State,Columbia Valley,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller fågel.,"Aromatisk, nyanserad, mycket frisk smak med fatkaraktär, inslag av gula päron, marsipan, krusbär, smörkola, mineral, grön sparris och lime.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/substance-vineyard-9303701,https://sb-product-media-prod.azureedge.net/productimages/24427638/24427638,Sauvignon blanc
"GDG, GDG",Stolpman Vineyards,2019,12.5,750.0,299.0,USA,Kalifornien,Central Coast,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till vegetariska rätter, eller till ljust kött, gärna kallskuret. ","Bärig, nyanserad smak med inslag av blåbär, mynta, svarta vinbär, skogshallon, viol och lakrits.",0.0%,0.0%,75.0%,33.33333333333333%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/gdg-9304101,https://sb-product-media-prod.azureedge.net/productimages/24427642/24427642,Gamay
"L'Hostal, L'Hostal",Cellers Joan d'Anguera,2014,14.0,750.0,799.0,Spanien,Katalonien,Montsant,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/l'hostal-9229301,https://product-cdn.systembolaget.se/productimages/24477989/24477989,
"Ridge Monte Bello, Ridge Monte Bello",Ridge Vineyards,2017,13.5,3000.0,7395.0,USA,Kalifornien,Central Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ridge-monte-bello-9231108,,
"Côte-Rôtie, Côte-Rôtie",E Guigal,2016,13.5,750.0,3395.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rôtie-9244601,https://product-cdn.systembolaget.se/productimages/24479137/24479137,
"Côte-Rotie, Côte-Rotie",E Guigal,2016,13.5,750.0,3395.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rotie-9245101,https://product-cdn.systembolaget.se/productimages/24479138/24479138,
"Chambolle-Musigny, Chambolle-Musigny",Domaine Jacques Frédéric Mugnier,2018,13.0,750.0,949.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chambolle-musigny-9256601,,
"Fleur de Miraval Rosé, Fleur de Miraval Rosé",Fleur de Miraval,,12.5,750.0,3290.0,Frankrike,Champagne,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/fleur-de-miraval-rosé-9539301,,
"Château Séraphine, Château Séraphine",Chäteau Séraphin,2018,13.5,750.0,1299.0,Frankrike,Bordeaux,Pomerol,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-séraphine-9539501,,Merlot
"L'Hostal, L'Hostal",Cellers Joan d'Anguera,2014,14.0,750.0,799.0,Spanien,Katalonien,Montsant,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/l'hostal-9229301,https://product-cdn.systembolaget.se/productimages/24477989/24477989,
"Ridge Monte Bello, Ridge Monte Bello",Ridge Vineyards,2017,13.5,3000.0,7395.0,USA,Kalifornien,Central Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ridge-monte-bello-9231108,,
"Côte-Rôtie, Côte-Rôtie",E Guigal,2016,13.5,750.0,3395.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rôtie-9244601,https://product-cdn.systembolaget.se/productimages/24479137/24479137,
"Côte-Rotie, Côte-Rotie",E Guigal,2016,13.5,750.0,3395.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/côte-rotie-9245101,https://product-cdn.systembolaget.se/productimages/24479138/24479138,
"Mersault, Mersault",Domaine Rémi Jobard,2018,13.0,750.0,499.0,Frankrike,Bourgogne,Côte de Beaune,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mersault-9036201,https://sb-product-media-prod.azureedge.net/productimages/24482142/24482142,Chardonnay
"Giaconda Estate Vineyard, Giaconda Estate Vineyard",Giaconda Vineyard,2018,13.5,750.0,619.0,Australien,Victoria,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/giaconda-estate-vineyard-9027801,https://product-cdn.systembolaget.se/productimages/24484893/24484893,
"Avondale, Avondale",Avondale,2013,14.0,750.0,229.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, något utvecklad smak med fatkaraktär, inslag av svarta vinbär, tobak, plommon, peppar, kaffe, kakao, nötter, fikon och ceder.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/avondale-9008801,https://product-cdn.systembolaget.se/productimages/23360600/23360600,Merlot---Cabernet franc---Cabernet sauvignon---Malbec---Petit verdot
"Wooing Tree, Wooing Tree",Wooing Tree Vineyard,2016,13.5,750.0,299.0,Nya Zeeland,Central Otago,,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av mogna jordgubbar, muskot, körsbär, nougat, ingefära och blodapelsin.",0.0%,0.0%,75.0%,50.0%,50.0%,https://www.systembolaget.se/produkt/vin/wooing-tree-9527701,https://product-cdn.systembolaget.se/productimages/24354131/24354131,
"Promis, Promis",Gaja Ca'Marcanda,2017,14.0,750.0,298.0,Italien,Toscana,,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av lamm- eller nötkött.,"Nyanserad smak med fatkaraktär, inslag av mörka körsbär, svarta vinbär, kaffe, mynta, choklad, plommon och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/promis-9023101,https://product-cdn.systembolaget.se/productimages/24387328/24387328,
"Damana, Damana",Bodegas y Viñedos Tábula,2015,14.5,750.0,179.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till grillade rätter av mörkt kött.,"Fruktig, nyanserad smak med tydlig rostad fatkaraktär, inslag av plommon, kakao, kaffe, svarta vinbär, ceder och vanilj.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/damana-9215201,https://sb-product-media-prod.azureedge.net/productimages/24389659/24389659,
"Eikendal, Eikendal",Eikendal Vineyards,2015,15.0,750.0,198.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 18°C till smakrika, gärna grillade rätter av mörkt kött.","Fruktig, något utvecklad smak med tydlig fatkaraktär, inslag av svarta vinbär, rosmarin, korinter, kaffe, röd paprika, ceder och mörk choklad.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/eikendal-9515601,https://product-cdn.systembolaget.se/productimages/24389661/24389661,
"Pesquera Crianza, Pesquera Crianza",Alejandro F. Tinto Pesquera,2016,14.5,750.0,179.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 18°C till smakrika, gärna grillade rätter av mörkt kött.","Nyanserad, kryddig smak med tydlig rostad fatkaraktär, inslag av mörka körsbär, vanilj, dill, plommon, kakao och kokos.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/pesquera-crianza-9518101,https://product-cdn.systembolaget.se/productimages/24389662/24389662,
"Tarot, Tarot",Alpha Box & Dice,2019,15.0,750.0,149.0,Australien,South Australia,Fleurieu,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till rätter av fläsk- och lammkött, eller till smakrika vegetariska rätter.","Mycket fruktig, ungdomlig smak med inslag av skogshallon, färska örter, körsbär, blåbär, viol och lakrits.",0.0%,0.0%,75.0%,66.66666666666666%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/tarot-9399901,https://sb-product-media-prod.azureedge.net/productimages/24449996/24449996,Grenache
"Macán Clásico, Macán Clásico",Bodegas Benjamin de Rothschild Vega Sicilia,2016,14.5,1500.0,999.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/macán-clásico-9250906,,
"Vega Sicilia, Vega Sicilia",Bodegas Vega Sicilia,2006,14.0,1500.0,7495.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vega-sicilia-9291206,,
"Vega Sicilia Unico, Vega Sicilia Unico",Bodegas Vega Sicilia,2005,14.0,3000.0,27990.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vega-sicilia-unico-9001908,,
"Vega Sicilia, Vega Sicilia",Bodegas Vega Sicilia,,14.5,1500.0,11000.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vega-sicilia-9004706,https://product-cdn.systembolaget.se/productimages/24453110/24453110,
"Barolo, Barolo",G.D. Vajra,2016,14.5,750.0,549.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-9024001,https://sb-product-media-prod.azureedge.net/productimages/24453390/24453390,Nebbiolo
"Barolo Perno, Barolo Perno",Elio Sandri,2013,14.5,750.0,649.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-perno-9030701,https://product-cdn.systembolaget.se/productimages/24453393/24453393,
"Amon-Ra, Amon-Ra",Glaetzer Wines,2018,15.0,750.0,499.0,Australien,South Australia,Adelaide,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/amon-ra-9509701,https://sb-product-media-prod.azureedge.net/productimages/24455255/24455255,Shiraz
"Cazes Rivesaltes, Cazes Rivesaltes",Maison Cazes,1940,16.5,750.0,2250.0,Frankrike,Languedoc-Roussillon,Rivesaltes,Aperitif & Dessert,Övrigt starkvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cazes-rivesaltes-9900601,https://product-cdn.systembolaget.se/productimages/24456047/24456047,
"Claré J.C., Claré J.C.",G.D. Vajra,2019,13.5,750.0,154.0,Italien,Piemonte,Langhe,Rött vin,Mjukt & Bärigt,"Serveras vid 14-16°C till småplock, gärna kallskuret, eller till rätter av ljust kött.","Nyanserad, fruktig, något pärlande smak med inslag av lingon, jordgubbar, bergamott, blodapelsin och mineral.",0.0%,0.0%,75.0%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/claré-j.c.-9014201,https://sb-product-media-prod.azureedge.net/productimages/24456576/24456576,Nebbiolo
"Billecart-Salmon, Billecart-Salmon",Billecart-Salmon,,12.0,750.0,599.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/billecart-salmon-9056001,https://sb-product-media-prod.azureedge.net/productimages/24460763/24460763,
