name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"Salvaje, Salvaje",Viñedos Emiliana,2019,13.5,750.0,129.0,Chile,Aconcagua,Casablanca,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.,"Fruktig smak med inslag av björnbär, mynta, blåbär, viol, skogshallon och vitpeppar.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/salvaje-9124001,https://sb-product-media-prod.azureedge.net/productimages/24464134/24464134,Syrah---Roussanne
"Corton Les Renardes, Corton Les Renardes",Thibault Liger-Belair,2017,14.0,750.0,1695.0,Frankrike,Bourgogne,Côte de Beaune,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corton-les-renardes-9125501,,
"Tom Cullity, Tom Cullity",Vasse Felix,2016,14.0,750.0,999.0,Australien,Western Australia,South West Australia,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tom-cullity-9126801,https://product-cdn.systembolaget.se/productimages/24477847/24477847,
"Crystallum Clay Shales, Crystallum Clay Shales",Crystallum Wines,2019,13.5,750.0,349.0,Sydafrika,Western Cape,Cape South Coast,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/crystallum-clay-shales-9128401,https://sb-product-media-prod.azureedge.net/productimages/24477855/24477855,Chardonnay
"Meursault Clos des Ambres, Meursault Clos des Ambres",Arnaud Ente,2017,13.0,750.0,2295.0,Frankrike,Bourgogne,Côte de Beaune,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/meursault-clos-des-ambres-9541901,https://sb-product-media-prod.azureedge.net/productimages/24436061/24436061,
"Pinot Noir, Pinot Noir",Chateau d'Arlay,2008,12.5,750.0,299.0,Frankrike,Jura,Côtes du Jura,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pinot-noir-9307901,https://sb-product-media-prod.azureedge.net/productimages/24439695/24439695,Pinot noir
"Côte-Rôtie, Côte-Rôtie",E Guigal,2016,13.5,750.0,495.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 18°C till rätter av mörkt kött, gärna grytor och stekar.","Nyanserad, kryddig smak med fatkaraktär, inslag av björnbär, kryddnejlika, svartpeppar, viol, lagerblad och choklad.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/côte-rôtie-9309201,https://sb-product-media-prod.azureedge.net/productimages/24439890/24439890,Syrah---Viognier
"Barolo Riserva, Barolo Riserva",Alessandro e Gian Natale Fantino,2007,14.0,750.0,599.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig, utvecklad smak med fatkaraktär, inslag av torkade fikon, nypon, kakao, pomerans, kardemumma, ceder, rosor och vanilj.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,75.0%,https://www.systembolaget.se/produkt/vin/barolo-riserva-9311801,https://sb-product-media-prod.azureedge.net/productimages/24440313/24440313,Nebbiolo
"Pavillon Rouge du Château Margaux, Pavillon Rouge du Château Margaux",Château Margaux,2017,13.5,750.0,2185.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pavillon-rouge-du-château-margaux-9517401,https://sb-product-media-prod.azureedge.net/productimages/24441029/24441029,
"Vieux Chateau Certan, Vieux Chateau Certan",Vieux Château Certan,2017,14.5,750.0,2755.0,Frankrike,Bordeaux,Pomerol,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vieux-chateau-certan-9527001,https://sb-product-media-prod.azureedge.net/productimages/24441363/24441363,
"Bonnes-Mares Grand Cru, Bonnes-Mares Grand Cru",Domaine Robert Groffier Père et Fils,2018,13.5,750.0,4350.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/bonnes-mares-grand-cru-9545201,,
"Venus de la Figuera, Venus de la Figuera","Venus ""la Universal""",2016,15.0,750.0,489.0,Spanien,Katalonien,Montsant,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/venus-de-la-figuera-9568701,https://sb-product-media-prod.azureedge.net/productimages/24447118/24447118,
"Robert Hall, Robert Hall",Robert Hall Winery,2016,14.0,750.0,189.0,USA,Kalifornien,Inland Valleys,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till smakrika, gärna grillade rätter av lamm- och nötkött.","Mycket fruktig, nyanserad smak med fatkaraktär, inslag av svarta vinbär, plommon, mörk choklad, korinter, kaffe och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/robert-hall-9515001,https://sb-product-media-prod.azureedge.net/productimages/24398503/24398503,Cabernet sauvignon
"Ziereisen, Ziereisen",Weingut Ziereisen,2015,13.5,750.0,299.0,Tyskland,Baden,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ziereisen-9271501,https://product-cdn.systembolaget.se/productimages/24399661/24399661,
"Lahrer, Lahrer",Weingut Wöhrle,2017,13.0,750.0,208.0,Tyskland,Baden,,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 16°C till rätter av stekt fisk, feta eller vilda fåglar eller till rätter av fläskkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, sandelträ, körsbär, färska örter, spiskummin och skogshallon.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/lahrer-9274301,https://product-cdn.systembolaget.se/productimages/24399755/24399755,
"Ridge, Ridge",Ridge Vineyards,2017,14.8,750.0,399.0,USA,Kalifornien,North Coast,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av mörkt kött.,"Fruktig, nyanserad smak med tydlig rostad fatkaraktär, inslag av plommon, björnbär, mörk choklad, mynta, viol, svartpeppar och vanilj.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/ridge-9274601,https://product-cdn.systembolaget.se/productimages/24399758/24399758,
"Wehlener Sonnenuhr, Wehlener Sonnenuhr",Weingut Markus Molitor,2017,7.5,750.0,199.0,Tyskland,Mosel,,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C som sällskapsdryck.,"Nyanserad, mycket frisk, något aromatisk smak med sötma, inslag av gröna äpplen, mineral, akaciahonung, päron och lime.",0.0%,41.66666666666667%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/wehlener-sonnenuhr-9276301,https://product-cdn.systembolaget.se/productimages/24399947/24399947,
"Hervé Dubois, Hervé Dubois",Hervé Dubois,2012,12.0,750.0,329.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C som aperitif eller till rätter av fisk eller ljust kött.,"Komplex, utvecklad, mycket frisk smak med inslag av röda äpplen, rostat bröd, fransk nougat, blodapelsin, citron och torkade aprikoser.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/hervé-dubois-9531401,https://product-cdn.systembolaget.se/productimages/24405875/24405875,
"Cabidos Gaston Phoebus Petit Manseng Sec, Cabidos Gaston Phoebus Petit Manseng Sec",Domaine Viticole du Château de Cabidos,2016,14.5,750.0,169.0,Frankrike,Frankrike sydväst,Comté Tolosan IGP,Vitt vin,Fylligt & Smakrikt,"Serveras vid 8-10°C till smakrika rätter av fisk, eller till ljust kött.","Nyanserad, mycket fruktig smak med inslag av aprikoser, örter, gula päron, vitpeppar, mango och apelsinskal.",0.0%,16.666666666666664%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/cabidos-gaston-phoebus-petit-manseng-sec-9541101,https://product-cdn.systembolaget.se/productimages/24406116/24406116,
"Saint Clair Dawn Méthode Traditionelle, Saint Clair Dawn Méthode Traditionelle",Saint Clair Family Estate,2015,12.0,750.0,199.0,Nya Zeeland,Marlborough,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Nyanserad, fruktig, mycket frisk smak med inslag av gröna äpplen, kex, honungsmelon, vit choklad, päron och grapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/saint-clair-dawn-méthode-traditionelle-9551901,https://sb-product-media-prod.azureedge.net/productimages/24407666/24407666,Pinot noir---Chardonnay---Pinot meunier
"Bourgueil Trinch, Bourgueil Trinch",Domaine Catherine et Pierre Breton,2018,13.5,750.0,179.0,Frankrike,Loiredalen,Touraine,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av fläsk- och lammkött.,"Fruktig, nyanserad smak med inslag av björnbär, svarta vinbär, örter, blåbär, peppar, slånbär och sandelträ.",0.0%,0.0%,83.33333333333334%,58.333333333333336%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/bourgueil-trinch-9282201,https://product-cdn.systembolaget.se/productimages/24412555/24412555,
"La Poja, La Poja",Allegrini,2013,14.5,750.0,699.0,Italien,Venetien,Veronese,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-poja-9284201,https://product-cdn.systembolaget.se/productimages/24412763/24412763,
"Synthesis, Synthesis",Finca Sophenia,2017,14.0,750.0,239.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/synthesis-9586701,https://product-cdn.systembolaget.se/productimages/24412951/24412951,
"La Maliosa, La Maliosa",Fattoria la Maliosa,2018,13.0,1500.0,248.0,Italien,Toscana,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av fläsk- eller lammkött eller till vegetariska rätter.,"Fruktig, något kryddig smak med inslag av fat, svarta vinbär, körsbär, hallon, viol, lakrits, vanilj och färska örter.",0.0%,0.0%,83.33333333333334%,50.0%,50.0%,https://www.systembolaget.se/produkt/vin/la-maliosa-9575707,https://product-cdn.systembolaget.se/productimages/24416007/24416007,
"Hervieux-Dumez, Hervieux-Dumez",Champagne Hervieux-Dumez,2014,12.0,750.0,496.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Nyanserad, något utvecklad, mycket frisk smak med inslag av gula äpplen, vit choklad, kex, mineral, persika och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/hervieux-dumez-9290401,https://sb-product-media-prod.azureedge.net/productimages/24416030/24416030,
"Felton Road, Felton Road",Felton Road Wines,2018,14.0,750.0,699.0,Nya Zeeland,Central Otago,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-9291601,https://sb-product-media-prod.azureedge.net/productimages/24417686/24417686,
"Giacomo Grimaldi, Giacomo Grimaldi",Giacomo Grimaldi,2018,13.5,750.0,169.0,Italien,Piemonte,Roero,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/giacomo-grimaldi-9610001,https://product-cdn.systembolaget.se/productimages/24417702/24417702,
"Terres Dorées, Terres Dorées",Domaine des Terres Dorées,2018,12.5,750.0,229.0,Frankrike,Bourgogne,Beaujolais,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/terres-dorées-9232101,https://product-cdn.systembolaget.se/productimages/24419187/24419187,
"Château des Nages, Château des Nages",Vignoble Michel Gassier,2017,14.5,750.0,159.0,Frankrike,Rhonedalen,Costières de Nîmes,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig, nyanserad smak med inslag av fat, plommon, timjan, blåbär, viol, lingon och sandelträ.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/château-des-nages-9293701,https://sb-product-media-prod.azureedge.net/productimages/24419195/24419195,Grenache---Mourvèdre---Syrah
"Perrier Jouët, Perrier Jouët",Perrier-Jouët,2012,12.5,750.0,2219.0,Frankrike,Champagne,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/perrier-jouët-9006001,https://sb-product-media-prod.azureedge.net/productimages/24424721/24424721,
"Sancerre, Sancerre",Domaine Roger Champault,2018,12.5,750.0,249.0,Frankrike,Loiredalen,Sancerre,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till sallader eller till rätter av fisk eller skaldjur.,"Nyanserad, aromatisk, mycket frisk smak med inslag av fat, gula äpplen, svartvinbärsblad, mandel, päron, vanilj och citrus.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/sancerre-9298801,https://sb-product-media-prod.azureedge.net/productimages/24424878/24424878,Sauvignon blanc
"Clos Henri, Clos Henri",Clos Henri,2016,14.0,750.0,314.0,Nya Zeeland,Marlborough,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-henri-9303001,https://product-cdn.systembolaget.se/productimages/24427308/24427308,
"Casasmith Cervo Barbera, Casasmith Cervo Barbera",K Vintners,2017,15.0,750.0,219.0,USA,Washington State,Columbia Valley,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.","Fruktig, nyanserad, något kryddig smak med inslag av fat, mörka körsbär, plommon, lakrits, choklad, örter och skogshallon.",0.0%,0.0%,83.33333333333334%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/casasmith-cervo-barbera-9556101,https://sb-product-media-prod.azureedge.net/productimages/24427639/24427639,Barbera
"Aphros Phaunus Palhete, Aphros Phaunus Palhete",Aphros Wine,2018,11.0,750.0,249.0,Portugal,,,Rött vin,Mjukt & Bärigt,"Serveras vid 14-16°C till rätter av stekt fisk eller ljust kött, gärna kallskuret.","Bärig, nyanserad smak med inslag av körsbär, färska örter, persika, blodapelsin, lingon och röda äpplen.",0.0%,0.0%,83.33333333333334%,41.66666666666667%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/aphros-phaunus-palhete-9304501,https://sb-product-media-prod.azureedge.net/productimages/24427647/24427647,Vinhão---Loureiro
"Condrieu, Condrieu",E Guigal,2018,14.5,750.0,449.0,Frankrike,Rhonedalen,Côtes du Rhône,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/condrieu-9560001,https://sb-product-media-prod.azureedge.net/productimages/24430482/24430482,Viognier
"La Mordorée, La Mordorée",M.Chapoutier,2017,14.0,750.0,1149.0,Frankrike,Rhonedalen,Côte-Rôtie,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/la-mordorée-9059401,,
"Ornellaia Bianco, Ornellaia Bianco",Ornellaia e Masseto Società Agricola srl,2017,13.5,750.0,1999.0,Italien,Toscana,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ornellaia-bianco-9116501,,
"Corton-Charlemagne Grand Cru, Corton-Charlemagne Grand Cru",Domaine Bonneau du Martray,2018,13.5,750.0,2200.0,Frankrike,Bourgogne,Côte de Beaune,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/corton-charlemagne-grand-cru-9048501,https://product-cdn.systembolaget.se/productimages/24523671/24523671,
"Musigny, Musigny",Domaine Jacques-Frédéric Mugnier,2013,12.5,750.0,7999.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/musigny-9533801,,
"Château Latour, Château Latour",Jean Pierre Moueix,2012,13.5,1500.0,11990.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-latour-9228306,,
"Conterno Barbera d'Alba, Conterno Barbera d'Alba",Giacomo Conterno,2018,14.0,750.0,685.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conterno-barbera-d'alba-9253301,,
"Conterno Barolo Riserva, Conterno Barolo Riserva",Giacomo Conterno,2014,14.5,1500.0,17499.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conterno-barolo-riserva-9258806,,
"Les Granits Rouge, Les Granits Rouge",M.Chapoutier,2017,14.0,750.0,649.0,Frankrike,Rhonedalen,Saint-Joseph,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-granits-rouge-9265701,,
"Barolo Grinzane, Barolo Grinzane",Giovanni Canonica,2016,14.5,750.0,514.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-grinzane-9530801,,
"Barolo Piè Rupestris, Barolo Piè Rupestris",Cappellano,2015,14.0,750.0,839.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-piè-rupestris-9248501,,
"Barolo, Barolo",Margherita Otto,2016,14.5,1500.0,1779.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-9117306,https://product-cdn.systembolaget.se/productimages/24499297/24499297,
"Clonakilla, Clonakilla",Clonakilla,2017,13.5,750.0,699.0,Australien,New South Wales,Southern New South Wales,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clonakilla-9264801,,Shiraz---Viognier
"Ridge Monte Bello, Ridge Monte Bello",Ridge Vineyards,2017,13.5,750.0,1695.0,USA,Kalifornien,Central Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ridge-monte-bello-9231101,,
"Finca Cascorrales, Finca Cascorrales",Hacienda Solano SL,2016,14.5,750.0,689.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/finca-cascorrales-9242701,https://product-cdn.systembolaget.se/productimages/24478432/24478432,
"Musigny, Musigny",Domaine Jacques-Frédéric Mugnier,2013,12.5,750.0,7999.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/musigny-9533801,,
"Château Latour, Château Latour",Jean Pierre Moueix,2012,13.5,1500.0,11990.0,Frankrike,Bordeaux,Haut-Médoc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/château-latour-9228306,,
"Conterno Barbera d'Alba, Conterno Barbera d'Alba",Giacomo Conterno,2018,14.0,750.0,685.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conterno-barbera-d'alba-9253301,,
"Conterno Barolo Riserva, Conterno Barolo Riserva",Giacomo Conterno,2014,14.5,1500.0,17499.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/conterno-barolo-riserva-9258806,,
"Les Granits Rouge, Les Granits Rouge",M.Chapoutier,2017,14.0,750.0,649.0,Frankrike,Rhonedalen,Saint-Joseph,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-granits-rouge-9265701,,
"Mercer, Mercer",Mercer Wine Estates,2016,12.5,750.0,229.0,USA,Washington State,Yakima Valley,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller skaldjur.,"Nyanserad, något utvecklad, mycket frisk smak med inslag av gula äpplen, mineral, ananas, päron, lime och torkade örter.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/mercer-9113901,https://product-cdn.systembolaget.se/productimages/23360580/23360580,Riesling
"Vincent Joudart, Vincent Joudart",Vincent Joudart,2014,12.0,750.0,439.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur.,"Nyanserad, något utvecklad, mycket frisk smak med inslag av röda äpplen, torkade aprikoser, ljust bröd, citrus, mineral, örter och nougat.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/vincent-joudart-9704801,https://product-cdn.systembolaget.se/productimages/24389660/24389660,
